Date,Open,High,Low,Close,Volume,Name
3/2/2012,34.400002,34.5,33.709999,34.040001,550000,TSLA
3/5/2012,34.349998,34.400002,33.459999,33.77,467000,TSLA
3/6/2012,33.25,33.279999,32.619999,33.110001,573800,TSLA
3/7/2012,33.119999,33.310001,32.91,33.119999,364900,TSLA
3/8/2012,33.110001,33.490002,33.040001,33.07,633300,TSLA
3/9/2012,33.200001,35.310001,33.200001,34.740002,1553400,TSLA
3/12/2012,34.689999,36.290001,34.599998,36.009998,1963300,TSLA
3/13/2012,36.509998,36.59,35.5,36.09,1001600,TSLA
3/14/2012,36,36,34.799999,35.290001,851500,TSLA
3/15/2012,35.279999,35.48,34.779999,35,571600,TSLA
3/16/2012,34.900002,35.889999,34.830002,35.32,729300,TSLA
3/19/2012,35.259998,35.32,34.540001,34.98,1015600,TSLA
3/20/2012,34.98,35.200001,34.57,34.959999,567000,TSLA
3/21/2012,34.939999,35.299999,34.599998,35.150002,607200,TSLA
3/22/2012,34.970001,35.150002,34.299999,34.400002,522400,TSLA
3/23/2012,34.259998,34.630001,33.150002,34.080002,1170600,TSLA
3/26/2012,35.59,38.09,35.040001,37.400002,3140500,TSLA
3/27/2012,37.16,39.950001,37.029999,37.939999,2539200,TSLA
3/28/2012,37.779999,38.439999,37.110001,37.849998,955000,TSLA
3/29/2012,38.189999,38.189999,37.029999,37.330002,796400,TSLA
3/30/2012,37.52,37.939999,36.68,37.240002,886400,TSLA
4/2/2012,37.330002,37.970001,36.529999,36.580002,1028600,TSLA
4/3/2012,36.700001,38.470001,36.669998,38.009998,1098100,TSLA
4/4/2012,35.27,35.490002,34.689999,35,4481800,TSLA
4/5/2012,35.099998,35.439999,34.41,34.48,1509400,TSLA
4/9/2012,34.099998,34.290001,33.099998,33.150002,1655700,TSLA
4/10/2012,33.150002,33.849998,32.099998,32.459999,1847700,TSLA
4/11/2012,33.240002,33.290001,32.009998,33.09,1105500,TSLA
4/12/2012,33.77,34.48,32.919998,33.439999,1033900,TSLA
4/13/2012,33.939999,34.040001,32.849998,33.59,649600,TSLA
4/16/2012,33.41,33.700001,32.09,32.25,1099600,TSLA
4/17/2012,32.43,33.07,32.040001,32.240002,1115500,TSLA
4/18/2012,32.09,32.75,31.530001,32.66,823100,TSLA
4/19/2012,32.75,33.43,32.5,33.16,774900,TSLA
4/20/2012,33.139999,33.73,32.939999,33.16,821800,TSLA
4/23/2012,32.860001,32.970001,31.709999,31.940001,890800,TSLA
4/24/2012,31.82,32.200001,31,31.82,674500,TSLA
4/25/2012,32.07,32.990002,32.07,32.91,712200,TSLA
4/26/2012,32.959999,33.52,32.91,33.490002,425300,TSLA
4/27/2012,33.599998,33.630001,32.91,33.34,591000,TSLA
4/30/2012,33.27,33.360001,32.580002,33.130001,413900,TSLA
5/1/2012,33.130001,34.209999,33.130001,33.779999,659000,TSLA
5/2/2012,33.5,34.389999,33.389999,33.939999,497300,TSLA
5/3/2012,33.91,34,32.130001,32.459999,841300,TSLA
5/4/2012,32.32,32.459999,31.4,31.83,1247500,TSLA
5/7/2012,31.959999,32.580002,31.610001,32.470001,1158000,TSLA
5/8/2012,32.5,32.73,29.370001,30.190001,3097200,TSLA
5/9/2012,30.299999,30.77,29.76,30.059999,1947900,TSLA
5/10/2012,32.970001,34.68,32.400002,32.959999,5556300,TSLA
5/11/2012,32.490002,33.439999,32.16,32.25,1221300,TSLA
5/14/2012,31.92,32.130001,30.049999,30.059999,1380900,TSLA
5/15/2012,30.26,30.959999,29.219999,29.43,1585700,TSLA
5/16/2012,29.58,30.18,28.879999,29.18,1257100,TSLA
5/17/2012,29.299999,29.790001,28.24,28.57,1149000,TSLA
5/18/2012,28.370001,28.459999,26.83,27.559999,1616500,TSLA
5/21/2012,27.58,29.26,27.120001,28.77,1475200,TSLA
5/22/2012,30.1,31.34,30,30.799999,2366200,TSLA
5/23/2012,30.559999,31.049999,29.5,31.02,1220400,TSLA
5/24/2012,31.25,31.25,29.690001,30.280001,1075600,TSLA
5/25/2012,30.16,30.41,29.200001,29.809999,757000,TSLA
5/29/2012,30.01,31.93,30.01,31.690001,1650000,TSLA
5/30/2012,31.08,31.42,30.24,30.41,1307200,TSLA
5/31/2012,30.07,30.290001,28.75,29.5,1118700,TSLA
6/1/2012,28.530001,29.16,27.76,28.15,885800,TSLA
6/4/2012,28.030001,28.41,27.110001,27.879999,1030900,TSLA
6/5/2012,27.84,28.389999,27.559999,27.91,630900,TSLA
6/6/2012,28.200001,29.450001,28.139999,29.219999,909900,TSLA
6/7/2012,29.809999,29.870001,28.85,28.93,492100,TSLA
6/8/2012,28.860001,30.190001,28.15,30.08,881100,TSLA
6/11/2012,30.309999,31,28.959999,29.120001,636000,TSLA
6/12/2012,29.23,29.84,28.809999,29.66,569000,TSLA
6/13/2012,29.549999,30.639999,29.469999,29.77,844100,TSLA
6/14/2012,30.18,30.65,28.620001,29.389999,872200,TSLA
6/15/2012,29.389999,29.950001,28.809999,29.91,646800,TSLA
6/18/2012,29.940001,32.330002,29.5,31.84,1256800,TSLA
6/19/2012,32.02,32.66,31.5,32.09,911100,TSLA
6/20/2012,33.5,34.5,33.209999,33.779999,3422400,TSLA
6/21/2012,34.259998,34.279999,31.84,32.189999,1891900,TSLA
6/22/2012,32.599998,33.98,32.459999,33.790001,3046600,TSLA
6/25/2012,33.939999,34.119999,32.75,33.110001,1498500,TSLA
6/26/2012,32.049999,32.349998,31.389999,31.610001,2613900,TSLA
6/27/2012,31.9,32.450001,31.57,31.959999,1047200,TSLA
6/28/2012,31.9,32.110001,30.620001,31.41,914100,TSLA
6/29/2012,32.799999,32.799999,31,31.290001,1125800,TSLA
7/2/2012,31.35,31.799999,30.190001,30.4,1315600,TSLA
7/3/2012,30.6,31,30.4,30.66,947000,TSLA
7/5/2012,30.809999,31.67,30.799999,31.23,1253800,TSLA
7/6/2012,30.99,31.73,30.799999,30.99,784500,TSLA
7/9/2012,30.940001,31.83,30.67,31.49,910500,TSLA
7/10/2012,31.540001,32.48,30.889999,31.27,758400,TSLA
7/11/2012,31.57,31.68,31.01,31.51,638600,TSLA
7/12/2012,31.290001,33.009998,30.799999,32.700001,1125700,TSLA
7/13/2012,32.970001,34.400002,32.830002,34.25,1304800,TSLA
7/16/2012,34.32,36,33.900002,35.959999,1744000,TSLA
7/17/2012,35,35.209999,32.380001,33.349998,2569300,TSLA
7/18/2012,31.42,33.669998,31.059999,32.150002,2881900,TSLA
7/19/2012,32.720001,33.150002,32.040001,32.27,1435900,TSLA
7/20/2012,32.07,32.25,31.25,31.790001,1568500,TSLA
7/23/2012,31.049999,31.299999,30.620001,30.66,1386800,TSLA
7/24/2012,30.66,31.040001,29.620001,29.84,1500300,TSLA
7/25/2012,29.92,29.98,28.75,28.950001,2842200,TSLA
7/26/2012,29.9,30,27.639999,28.129999,2262300,TSLA
7/27/2012,28.709999,29.66,28.1,29.51,1673000,TSLA
7/30/2012,29.51,30.25,27.209999,27.35,2065200,TSLA
7/31/2012,27.540001,27.969999,27.35,27.42,1575100,TSLA
8/1/2012,27.99,27.99,26.030001,26.25,1592300,TSLA
8/2/2012,26.84,26.85,25.52,26.1,1305100,TSLA
8/3/2012,26.9,27.549999,26.74,27.27,1209500,TSLA
8/6/2012,27.549999,28.700001,27.549999,28.27,1528200,TSLA
8/7/2012,28.77,30.9,28.5,30.25,2387200,TSLA
8/8/2012,29.9,30,28.59,29.09,1308900,TSLA
8/9/2012,29.52,30,29.129999,29.41,672600,TSLA
8/10/2012,29.309999,29.940001,29.309999,29.940001,707400,TSLA
8/13/2012,29.690001,31.299999,29.1,31.17,870100,TSLA
8/14/2012,30.75,31.17,29.26,29.42,793400,TSLA
8/15/2012,29.389999,29.700001,28.809999,29.4,525400,TSLA
8/16/2012,29.530001,30.389999,29.5,30.299999,669000,TSLA
8/17/2012,30.290001,30.709999,29.98,30.01,508200,TSLA
8/20/2012,30.15,30.389999,29.1,29.51,1179100,TSLA
8/21/2012,29.58,30,29,29.110001,761600,TSLA
8/22/2012,29.01,30.040001,29.01,29.950001,775500,TSLA
8/23/2012,30,30.85,29.65,30.73,1471000,TSLA
8/24/2012,30.059999,30.24,29.41,29.5,1429400,TSLA
8/27/2012,29.57,29.700001,28.17,28.32,1350400,TSLA
8/28/2012,28.4,29.379999,28,28.690001,1402700,TSLA
8/29/2012,28.49,28.639999,28.02,28.41,838900,TSLA
8/30/2012,28.6,28.74,28.1,28.41,656400,TSLA
8/31/2012,28.610001,28.84,28.200001,28.52,539800,TSLA
9/4/2012,28.52,28.99,27.9,28.139999,752500,TSLA
9/5/2012,28.01,28.5,27.809999,27.940001,639300,TSLA
9/6/2012,28,28.9,27.9,28.549999,841700,TSLA
9/7/2012,28.549999,29.57,28.5,29.35,953200,TSLA
9/10/2012,29.200001,29.35,27.299999,27.370001,1483300,TSLA
9/11/2012,27.76,28.16,27.4,27.799999,1014900,TSLA
9/12/2012,27.9,28.58,27.799999,28.280001,1145200,TSLA
9/13/2012,28.57,29.5,28.48,29.48,1484700,TSLA
9/14/2012,30,30.65,29.65,30.389999,1536600,TSLA
9/17/2012,32.349998,32.779999,31.51,32.540001,3212800,TSLA
9/18/2012,31.879999,31.9,30.68,31.34,1788500,TSLA
9/19/2012,31,31.74,30.940001,31.049999,1048500,TSLA
9/20/2012,30.93,31.5,30.68,30.9,912400,TSLA
9/21/2012,31.1,31.49,29.540001,30.02,1870000,TSLA
9/24/2012,29.51,31.030001,29.4,30.66,1301900,TSLA
9/25/2012,28.620001,29.48,27.530001,27.66,5680400,TSLA
9/26/2012,27.66,28.4,27.48,27.540001,1527200,TSLA
9/27/2012,27.82,28.540001,27.6,28.49,1758600,TSLA
9/28/2012,28.73,29.889999,28.610001,29.280001,4343400,TSLA
10/1/2012,29.5,29.889999,29,29.16,884400,TSLA
10/2/2012,29.280001,29.889999,29,29.799999,729000,TSLA
10/3/2012,29.75,29.950001,29.24,29.299999,1052800,TSLA
10/4/2012,30,30.1,28.65,29.4,1541300,TSLA
10/5/2012,29.700001,29.809999,28.68,28.889999,938600,TSLA
10/8/2012,28.860001,29.4,28.610001,29.25,889700,TSLA
10/9/2012,29.120001,29.120001,28.25,28.370001,1193000,TSLA
10/10/2012,28.389999,28.719999,28.01,28.4,503600,TSLA
10/11/2012,28.940001,28.98,28.25,28.32,450600,TSLA
10/12/2012,28.32,28.73,27.5,27.639999,987600,TSLA
10/15/2012,28.02,28.049999,26.860001,27.33,1468700,TSLA
10/16/2012,27.67,28.09,27.34,28.059999,479300,TSLA
10/17/2012,28.25,28.84,27.799999,28.82,668000,TSLA
10/18/2012,28.99,28.99,27.780001,28.040001,741000,TSLA
10/19/2012,27.83,28.200001,27.299999,27.74,1027400,TSLA
10/22/2012,27.99,28,27.360001,27.85,470200,TSLA
10/23/2012,27.379999,28.559999,27.370001,28.389999,749000,TSLA
10/24/2012,28.52,28.52,27.25,27.42,1016400,TSLA
10/25/2012,27.799999,27.799999,27.450001,27.52,577700,TSLA
10/26/2012,27.530001,27.799999,27.02,27.379999,477400,TSLA
10/31/2012,27.700001,28.35,27.370001,28.129999,775200,TSLA
11/1/2012,28.25,29.49,28.200001,29.25,1024100,TSLA
11/2/2012,29.27,29.549999,28.549999,28.92,1030300,TSLA
11/5/2012,29.799999,31.58,29.33,31.5,2048900,TSLA
11/6/2012,30.610001,31.200001,29.950001,31.15,2324000,TSLA
11/7/2012,31,32.049999,30.809999,31.540001,1714500,TSLA
11/8/2012,31.01,31.879999,30.940001,31.309999,1274000,TSLA
11/9/2012,30.6,30.93,29.85,30.32,863000,TSLA
11/12/2012,30.290001,31.42,30.16,31.07,555900,TSLA
11/13/2012,31.290001,32,30.719999,31.610001,998300,TSLA
11/14/2012,31.959999,32.119999,31.200001,31.379999,871300,TSLA
11/15/2012,31.299999,31.440001,30.5,30.82,984000,TSLA
11/16/2012,31.15,32,30.59,31.84,908700,TSLA
11/19/2012,32.07,33.25,31.84,32.919998,1392400,TSLA
11/20/2012,32.799999,33.099998,31.91,33,922500,TSLA
11/21/2012,32.610001,33.470001,32.290001,32.470001,963200,TSLA
11/23/2012,32.599998,32.830002,31.700001,32.130001,430300,TSLA
11/26/2012,32.099998,32.299999,31.620001,32.27,495800,TSLA
11/27/2012,32.130001,32.66,31.52,32.150002,910800,TSLA
11/28/2012,32,34.290001,31.91,33.23,1525200,TSLA
11/29/2012,33.439999,34,32.869999,33.689999,1103400,TSLA
11/30/2012,33.630001,34.279999,33.009998,33.82,1420300,TSLA
12/3/2012,33.889999,35,33.5,34.619999,2085700,TSLA
12/4/2012,34.080002,34.799999,33.549999,33.900002,1263300,TSLA
12/5/2012,33.82,34.189999,33.580002,33.709999,661500,TSLA
12/6/2012,33.82,34.799999,33.5,33.900002,660400,TSLA
12/7/2012,34.299999,34.490002,33.849998,34.169998,664400,TSLA
12/10/2012,34.43,34.799999,34.18,34.57,929800,TSLA
12/11/2012,34.599998,35.5,34.459999,35.279999,1572600,TSLA
12/12/2012,35.209999,35.799999,34.950001,35.259998,2063800,TSLA
12/13/2012,35.259998,35.299999,32.75,33.610001,2151300,TSLA
12/14/2012,33.779999,34.400002,33.59,33.810001,1023000,TSLA
12/17/2012,33.77,34.5,33.75,34.400002,824900,TSLA
12/18/2012,34.259998,35.07,34.259998,34.59,1553900,TSLA
12/19/2012,34.75,35.259998,34.52,34.610001,1298800,TSLA
12/20/2012,34.509998,34.790001,34.049999,34.43,921200,TSLA
12/21/2012,33.939999,34.169998,33.580002,34,1492400,TSLA
12/24/2012,33.639999,34.349998,33.549999,34.279999,375800,TSLA
12/26/2012,33.959999,34.5,33.5,33.59,601400,TSLA
12/27/2012,33.5,33.91,33,33.689999,561100,TSLA
12/28/2012,33.380001,33.650002,33.02,33.220001,414100,TSLA
12/31/2012,33,33.970001,33,33.869999,594900,TSLA
1/2/2013,35,35.450001,34.709999,35.360001,1194800,TSLA
1/3/2013,35.18,35.450001,34.75,34.77,742000,TSLA
1/4/2013,34.799999,34.799999,33.919998,34.400002,674000,TSLA
1/7/2013,34.799999,34.799999,33.900002,34.34,442000,TSLA
1/8/2013,34.5,34.5,33.110001,33.68,1284000,TSLA
1/9/2013,34.009998,34.189999,33.400002,33.639999,698000,TSLA
1/10/2013,33.869999,33.990002,33.380001,33.529999,922500,TSLA
1/11/2013,34.040001,34.040001,32.110001,32.91,1563200,TSLA
1/14/2013,33.080002,33.380001,32.849998,33.259998,925100,TSLA
1/15/2013,33.110001,34.25,33.080002,33.900002,1624200,TSLA
1/16/2013,33.849998,34.23,33.73,34.099998,1378200,TSLA
1/17/2013,34.16,34.849998,33.919998,34.380001,1436700,TSLA
1/18/2013,34.740002,34.779999,33.82,34.52,3555100,TSLA
1/22/2013,34.560001,35.549999,34.259998,35.189999,1920200,TSLA
1/23/2013,35.02,36.240002,34.959999,36,1564300,TSLA
1/24/2013,36,37.720001,35.84,36.990002,1970400,TSLA
1/25/2013,37,37.540001,36.799999,36.98,1287800,TSLA
1/28/2013,36.860001,38.709999,36.860001,38.029999,1986000,TSLA
1/29/2013,38.099998,38.439999,37.130001,37.950001,1426600,TSLA
1/30/2013,37.849998,38,37.43,37.52,968100,TSLA
1/31/2013,37.869999,37.869999,36.93,37.509998,901400,TSLA
2/1/2013,38.169998,38.5,37.619999,38.299999,1100600,TSLA
2/4/2013,38.400002,38.419998,37.59,37.740002,1128000,TSLA
2/5/2013,38,38.650002,37.68,38.130001,1310200,TSLA
2/6/2013,38.18,39.389999,37.900002,39.169998,1893200,TSLA
2/7/2013,39.189999,39.68,38.950001,39.48,1196600,TSLA
2/8/2013,39.450001,40,39.139999,39.240002,1139800,TSLA
2/11/2013,37.98,39.150002,37.5,38.419998,3266300,TSLA
2/12/2013,38.450001,38.869999,37.290001,37.889999,2261300,TSLA
2/13/2013,38.299999,39,38.049999,38.450001,966800,TSLA
2/14/2013,38.639999,38.75,38.209999,38.27,990700,TSLA
2/15/2013,38.5,38.509998,36.950001,37.040001,2017600,TSLA
2/19/2013,37.360001,39.290001,37.310001,39.279999,2701400,TSLA
2/20/2013,39.299999,39.650002,38.459999,38.540001,3122000,TSLA
2/21/2013,36.490002,37.389999,34.540001,35.16,9037800,TSLA
2/22/2013,35.720001,36.389999,35.599998,36.110001,2547300,TSLA
2/25/2013,36.150002,36.75,34.34,34.380001,2889400,TSLA
2/26/2013,34.459999,34.959999,33.799999,34.43,2762900,TSLA
2/27/2013,34.41,35.41,34.400002,35.099998,1959200,TSLA
2/28/2013,35.889999,36.099998,34.369999,34.830002,1964900,TSLA
3/1/2013,35,35.080002,34.25,34.650002,1546600,TSLA
3/4/2013,34.77,35.830002,34.700001,35.580002,1757700,TSLA
3/5/2013,36,36.919998,35.790001,36.650002,2087000,TSLA
3/6/2013,37.009998,37.880001,36.970001,37.689999,1150000,TSLA
3/7/2013,37.73,38.650002,36.880001,38.23,1158300,TSLA
3/8/2013,38.060001,39.439999,37.360001,38.470001,912100,TSLA
3/11/2013,38.869999,39.439999,38.650002,39.099998,1579500,TSLA
3/12/2013,38.900002,39.380001,38.849998,39.119999,1275100,TSLA
3/13/2013,39,39.490002,38.810001,38.98,822000,TSLA
3/14/2013,38.900002,38.91,36.77,36.849998,2021000,TSLA
3/15/2013,36.639999,36.650002,35.209999,35.290001,3279600,TSLA
3/18/2013,35.299999,36.060001,34.919998,35.150002,1316100,TSLA
3/19/2013,35.25,35.599998,34.939999,35.080002,1098500,TSLA
3/20/2013,35.259998,36.07,35.16,35.950001,1423000,TSLA
3/21/2013,35.950001,37.060001,35.740002,36.009998,1146300,TSLA
3/22/2013,36.200001,36.799999,36.200001,36.619999,440200,TSLA
3/25/2013,37.099998,38.52,36.77,37.529999,2378800,TSLA
3/26/2013,37.98,38.220001,37.66,37.860001,1808200,TSLA
3/27/2013,37.939999,38.380001,37.310001,38.16,1296300,TSLA
3/28/2013,38.23,38.240002,37.75,37.889999,1158700,TSLA
4/1/2013,42.360001,46.68,41.700001,43.93,14098500,TSLA
4/2/2013,43.599998,45.5,43.509998,44.34,6652400,TSLA
4/3/2013,43.099998,43.470001,40.209999,41.099998,5643600,TSLA
4/4/2013,41.110001,42.25,40.810001,42.009998,2264800,TSLA
4/5/2013,42,42,40.5,41.369999,1552400,TSLA
4/8/2013,41.970001,42.549999,41.509998,41.830002,1679000,TSLA
4/9/2013,41.799999,41.830002,40.330002,40.5,1696100,TSLA
4/10/2013,40.700001,42.009998,40.610001,41.860001,2121100,TSLA
4/11/2013,42.060001,44.549999,41.75,43.59,3447400,TSLA
4/12/2013,43.25,45.139999,43.049999,43.75,3149400,TSLA
4/15/2013,43.5,43.799999,42.509998,43.299999,1681400,TSLA
4/16/2013,44.189999,46.139999,43.91,45.59,3180400,TSLA
4/17/2013,45.5,45.950001,44.540001,45.450001,2118500,TSLA
4/18/2013,45.98,47.599998,45.389999,46.970001,3367900,TSLA
4/19/2013,47.459999,49.880001,47.07,47.830002,3011700,TSLA
4/22/2013,48.599998,50.200001,47.75,50.189999,3939400,TSLA
4/23/2013,51,52.919998,50.66,51.009998,3733800,TSLA
4/24/2013,50.900002,51.049999,48.98,50.43,2630000,TSLA
4/25/2013,50.5,52.400002,50.5,52,2795900,TSLA
4/26/2013,53.130001,53.740002,50.619999,51.200001,3622100,TSLA
4/29/2013,51.759998,54.990002,51.200001,54.939999,3639700,TSLA
4/30/2013,56,58.18,53.759998,53.990002,5522600,TSLA
5/1/2013,55.990002,55.990002,53,53.279999,2742800,TSLA
5/2/2013,53.849998,55.27,53.700001,54.110001,3050400,TSLA
5/3/2013,56.470001,56.470001,54.5,54.549999,3378700,TSLA
5/6/2013,56.389999,59.66,55.5,59.5,4366700,TSLA
5/7/2013,62,62.369999,55.119999,55.509998,9991000,TSLA
5/8/2013,57.5,58.200001,55.709999,55.790001,6769900,TSLA
5/9/2013,70.120003,75.769997,63.689999,69.400002,28605000,TSLA
5/10/2013,69.650002,81,69.25,76.760002,25082600,TSLA
5/13/2013,80.989998,88,79.150002,87.800003,22416900,TSLA
5/14/2013,94.220001,97.120003,81.150002,83.239998,37163900,TSLA
5/15/2013,81.800003,86.879997,78.110001,84.839996,16878700,TSLA
5/16/2013,94.699997,95,88.660004,92.25,21614000,TSLA
5/17/2013,92.5,94.440002,87.5,91.5,19002200,TSLA
5/20/2013,91.120003,92.5,88.629997,89.940002,8348400,TSLA
5/21/2013,88.5,89.989998,85.279999,87.589996,8998200,TSLA
5/22/2013,86.370003,90.959999,85.5,87.239998,8568000,TSLA
5/23/2013,84.809998,93.010002,83.050003,92.730003,12022200,TSLA
5/24/2013,92.599998,97.949997,92,97.080002,16124200,TSLA
5/28/2013,101.550003,110.75,100.300003,110.330002,19691900,TSLA
5/29/2013,113.550003,114.900002,99,104.629997,25099500,TSLA
5/30/2013,102.459999,109.540001,101.199997,104.949997,16133700,TSLA
5/31/2013,106.260002,106.440002,97.730003,97.760002,15172000,TSLA
6/3/2013,97.620003,97.620003,88.25,92.589996,19139600,TSLA
6/4/2013,92.75,96.419998,92.400002,94.839996,8856100,TSLA
6/5/2013,93.660004,97.970001,89.110001,95.370003,12224800,TSLA
6/6/2013,95.25,99.269997,95.110001,97.349998,9510900,TSLA
6/7/2013,98,102.900002,96.699997,102.040001,10711600,TSLA
6/10/2013,98.93,102.519997,98.57,100.050003,9228600,TSLA
6/11/2013,98.18,98.68,94.050003,94.470001,7394000,TSLA
6/12/2013,96.800003,100.480003,95.75,97.730003,9192700,TSLA
6/13/2013,99,99.279999,95.120003,98.18,5961600,TSLA
6/14/2013,100,102.519997,99.330002,100.300003,6564700,TSLA
6/17/2013,103.599998,104.75,101.199997,102.199997,7066200,TSLA
6/18/2013,101.75,103.980003,99.199997,103.389999,8795300,TSLA
6/19/2013,102.059998,106.669998,102.010002,104.68,8578900,TSLA
6/20/2013,104.650002,107.129997,99.449997,100.650002,10106500,TSLA
6/21/2013,103.699997,103.699997,97.5,99.550003,11718600,TSLA
6/24/2013,96.5,102.870003,95.300003,101.489998,7119800,TSLA
6/25/2013,103.099998,104.199997,100.550003,102.400002,5848700,TSLA
6/26/2013,103.800003,105.870003,102.660004,105.720001,6602600,TSLA
6/27/2013,106.75,110.25,106.129997,109.25,8744900,TSLA
6/28/2013,108.57,109.440002,106.709999,107.360001,5748600,TSLA
7/1/2013,109.360001,117.769997,109.150002,117.18,10903600,TSLA
7/2/2013,118.25,121.889999,115.5,117.82,12064100,TSLA
7/3/2013,118,119.25,114.269997,115.239998,4806700,TSLA
7/5/2013,118.32,120.279999,115.699997,120.089996,6818700,TSLA
7/8/2013,121.370003,122.18,118.82,121.610001,7814200,TSLA
7/9/2013,124.639999,125.32,121.910004,123.449997,8603300,TSLA
7/10/2013,123.190002,123.25,120.790001,122.269997,5600100,TSLA
7/11/2013,124.879997,126.089996,122.349998,125.610001,7483600,TSLA
7/12/2013,125.5,129.940002,124.510002,129.899994,11344000,TSLA
7/15/2013,133.029999,133.259995,126.82,127.260002,9922400,TSLA
7/16/2013,126.279999,126.32,107.300003,109.050003,32371900,TSLA
7/17/2013,106.519997,121.620003,104.5,120.25,26029000,TSLA
7/18/2013,120.970001,122.730003,116.18,119.029999,11398100,TSLA
7/19/2013,118.5,120.550003,116.510002,119.68,5890300,TSLA
7/22/2013,119.889999,126.68,119.879997,122.43,9797800,TSLA
7/23/2013,124,125.559998,121.82,122.739998,7736400,TSLA
7/24/2013,124.470001,124.5,119.559998,121.699997,6869000,TSLA
7/25/2013,120.400002,124.75,120.190002,124.07,5284300,TSLA
7/26/2013,128.139999,130.679993,126.610001,129.389999,9633100,TSLA
7/29/2013,129.320007,135.369995,128.25,134.619995,9678900,TSLA
7/30/2013,134.800003,137.490005,128.179993,131.740005,13127000,TSLA
7/31/2013,132.570007,134.970001,131.449997,134.279999,6351700,TSLA
8/1/2013,135,136.520004,132.630005,135.550003,5323600,TSLA
8/2/2013,134.589996,138.25,133.610001,138,6269900,TSLA
8/5/2013,140.009995,144.889999,139.649994,144.679993,10200700,TSLA
8/6/2013,144.75,145.729996,141.100006,142.149994,9254500,TSLA
8/7/2013,141.889999,141.949997,132.360001,134.229996,18212200,TSLA
8/8/2013,154.350006,158.880005,150.460007,153.479996,27246800,TSLA
8/9/2013,152.399994,155.949997,151.25,153,8927700,TSLA
8/12/2013,149.429993,150.5,142.050003,147.380005,14912200,TSLA
8/13/2013,149.5,149.839996,144.449997,145.429993,8748900,TSLA
8/14/2013,142.720001,144.839996,138.050003,139.360001,11693800,TSLA
8/15/2013,136.429993,143.600006,135,139.669998,10179200,TSLA
8/16/2013,141.630005,143.910004,140.970001,142,7108100,TSLA
8/19/2013,143.429993,147.380005,142.830002,144.899994,8037700,TSLA
8/20/2013,148.649994,149.779999,147,149.580002,6418200,TSLA
8/21/2013,150,150.309998,146.25,147.860001,6266300,TSLA
8/22/2013,149.220001,157.479996,148.139999,157.100006,10592400,TSLA
8/23/2013,157,162.300003,155,161.839996,12931900,TSLA
8/26/2013,165.149994,173,160.25,164.220001,24171100,TSLA
8/27/2013,162.300003,168.800003,160.949997,167.009995,17566900,TSLA
8/28/2013,169.059998,171.5,163.25,166.449997,14740100,TSLA
8/29/2013,164.220001,167.75,162.509995,166.059998,9436000,TSLA
8/30/2013,166.369995,169.210007,163.960007,169,11028400,TSLA
9/3/2013,173.399994,173.699997,166.399994,168.940002,12061100,TSLA
9/4/2013,169.770004,171.619995,165.559998,170.619995,11475700,TSLA
9/5/2013,170.100006,171.5,168.25,169.929993,6685300,TSLA
9/6/2013,168.570007,169.699997,165.149994,166.970001,8619700,TSLA
9/9/2013,163.119995,164.5,158.509995,160.699997,14344500,TSLA
9/10/2013,161.449997,167.5,160.630005,166.369995,8967800,TSLA
9/11/2013,166.410004,167.899994,162.130005,163.520004,5832500,TSLA
9/12/2013,164,166.759995,160.509995,164.929993,6160000,TSLA
9/13/2013,162.770004,166.369995,162.160004,165.539993,5401200,TSLA
9/16/2013,168,170.850006,165.850006,166.580002,7574900,TSLA
9/17/2013,165.080002,168.419998,163.360001,166.229996,5496900,TSLA
9/18/2013,167.070007,167.449997,164.199997,166.220001,5439700,TSLA
9/19/2013,170.800003,180.470001,169.080002,177.919998,15594600,TSLA
9/20/2013,178.899994,185.830002,178.559998,183.389999,13401700,TSLA
9/23/2013,184.479996,185.479996,177.110001,181.110001,8173400,TSLA
9/24/2013,179.139999,184.960007,177.649994,182.330002,6273400,TSLA
9/25/2013,183.559998,186.300003,180.5,185.240005,8252700,TSLA
9/26/2013,186.699997,189.679993,185.610001,188.639999,6614400,TSLA
9/27/2013,187.520004,191.279999,186.429993,190.899994,5916400,TSLA
9/30/2013,189,194.5,188,193.369995,8924700,TSLA
10/1/2013,193.960007,194.229996,188.369995,193,7755900,TSLA
10/2/2013,188.589996,191.830002,175.399994,180.949997,20775400,TSLA
10/3/2013,175.050003,179.690002,168,173.309998,23816500,TSLA
10/4/2013,176.399994,181.179993,172.649994,180.979996,14414000,TSLA
10/7/2013,182.460007,186.729996,180.259995,183.070007,11485600,TSLA
10/8/2013,184.399994,185.929993,173.210007,174.729996,13757200,TSLA
10/9/2013,174.729996,174.990005,161.5,168.779999,15316500,TSLA
10/10/2013,173.089996,175.75,169.690002,172.929993,8883900,TSLA
10/11/2013,172.75,179.289993,171.199997,178.699997,8311100,TSLA
10/14/2013,175,182.5,174.149994,179.720001,7769600,TSLA
10/15/2013,185.279999,188.789993,183.179993,183.940002,10978500,TSLA
10/16/2013,184.899994,187.300003,182.089996,183.559998,8205400,TSLA
10/17/2013,183.539993,184.800003,180.990005,182.800003,6705000,TSLA
10/18/2013,184.149994,185.960007,182.520004,183.399994,5930800,TSLA
10/21/2013,183.279999,183.389999,171,172.600006,11532100,TSLA
